term,term_id,weight,corpus_id
elpiji,0.851332698227
kulkul,0.784916902925
pengungsi,0.722846237968
ogoh-ogoh,0.661088992156
topeng,0.590827263689
pakalahyangan,0.58534705252
bubur,0.57194178307
voli,0.567146784718
tumpeng,0.552592418378
latihan,0.550865548578
tk,0.52605385205
ogoh-ogoh,0.52605385205
melasti,0.524491178973
turnamen,0.523769431472
duktang,0.523565731679
fogging,0.522475777492
pertamini,0.518779100005
penyengker,0.51675448958
tugu,0.513062180358
abu,0.508332372356
kampush,0.5069463932
rejang,0.506469122052
gerak,0.506458367632
fc,0.506281897033
dangsil,0.505950864787
gd,0.503741318956
kecamatan,0.502132348164
harga,0.499512840392
kampush,0.494122923473
organik,0.492286830667
donasi,0.48044293402
guliang,0.477415897485
usulan,0.456619468189
pasar,0.456407750847
pemkot,0.449858220587
fc,0.449757825055
bangli,0.447267053092
vulkanik,0.444790825811
pedagang,0.442919516289
tugu,0.441930382657
beji,0.437955855083
suganti,0.437955855083
pedapdapan,0.435534995895
tukad,0.435534241345
hujan,0.433735980267
pelatihan,0.429349768757
web,0.429349768757
ybm,0.425042173229
yodidak,0.425042173229
panglan,0.422965985172
intaran,0.421617577828
kegiatan,0.413584432384
tari,0.411968621463
renteng,0.40999881309
tugu,0.408770446612
pengungsi,0.406251656824
pedapdapan,0.405880959136
yowilas,0.404436039117
parade,0.40399882854
paruman,0.403839970551
pedapdapan,0.400556821564
set,0.398929805907
damkar,0.395007983684
tpa,0.395007983684
obor,0.394763901389
di-hotmix,0.392979957944
basket,0.392650808987
db,0.391856833119
pariwisata,0.391737639404
pemkab,0.390367604509
set,0.390149286165
kompetisi,0.385012063032
kertha,0.384891519991
musdes,0.380516223491
tjok,0.380303111249
jembrana,0.380208887768
tk,0.37975916349
artha,0.374703443279
intaran,0.372742743003
sirat,0.371628981315
guliang,0.369341182585
bendesa,0.368668983917
ngejot,0.368394945585
pengantin,0.368394945585
jalan,0.365970364648
galungan,0.363631444231
tawur,0.362457107003
saraswati,0.361149174338
set,0.360810335291
tukad,0.359970168985
narasumber,0.355593831058
puseh,0.354809852631
badut,0.352805692974
mahayastra,0.351935987275
sungai,0.351743604274
griya,0.350714682028
baleganjur,0.348658222438
pemangku,0.348398990697
ari,0.347980284281
tugu,0.345840889474
pengusung,0.34554249876
pawai,0.345418413716
piodalan,0.344557892439
perempuan,0.34397587595
yowana,0.343774268963
padiksan,0.343579288304
fc,0.342904597746
kampush,0.341332739518
pasar,0.340040559591
sampian,0.338657344632
siyat,0.338657344632
klungkung,0.33739366544
trotoar,0.334816287163
ppm,0.334543702833
kesanga,0.334018565032
kebakaran,0.334009799016
regu,0.332749882734
panglan,0.332642896808
kebun,0.330700189572
perayaan,0.329025566124
pahlawan,0.32893308719
bawang,0.328186578972
yowilas,0.326968875409
juru,0.325175358651
galungan,0.324917825482
pahlawan,0.323988402973
sutri,0.323058390237
mendem,0.322393209695
pedagingan,0.322393209695
denpasar,0.319645817215
kartu,0.319476276993
voli,0.319143844725
diksa,0.318597319314
pariksa,0.318597319314
intaran,0.31816276453
hujan,0.315292672895
stt,0.31460111509
pengaspalan,0.314383966355
rehabilitasi,0.314383966355
pedagang,0.314026612662
tradisi,0.313007356412
melasti,0.312788439202
bupati,0.310773643602
porsenides,0.308970074721
gala,0.308009650425
piodalan,0.306686278487
rumput,0.306577081476
februari,0.305612806149
almarhumah,0.305610991801
duka,0.305610991801
roji,0.305610991801
poin,0.304921989779
pemkab,0.304042297533
cup,0.302980351706
kdrt,0.300978891456
perang,0.299539216048
pedanda,0.299341909574
kependudukan,0.299180418102
kipem,0.299180418102
festival,0.298829577961
kg,0.297433870108
menu,0.29424424218
mai,0.293955724064
basket,0.293769884843
rapat,0.293263169695
penyelenggaraan,0.292078180275
jalur,0.290353325273
kuningan,0.289157554949
–,0.288668639993
semara,0.286340842
githa,0.284967774529
griya,0.284562155445
ucok,0.284389188848
pura,0.284191409572
servis,0.282244554379
pedagang,0.280994283277
tarian,0.280986217918
pemetaan,0.280443869038
puseh,0.280354083771
raya,0.278743718821
ubi,0.278384227425
potensi,0.277941119764
perawatan,0.275432774289
dangsil-dangsil,0.2745139132
tegen-tegenan,0.2745139132
pande,0.274491337153
kampush,0.27444699005
ngaturan,0.274189037048
galungan,0.27418797177
deras,0.272607069617
fc,0.271117033907
smesh,0.270607751468
prestasi,0.269161599449
pande,0.269071495424
bethara,0.268846464533
sweta,0.268326820387
semak,0.268326820387
balai,0.267889627663
berjualan,0.26785302973
parkir,0.26785302973
lomba,0.267850870102
pahlawan,0.267479459381
seragam,0.266199906187
maya,0.264710380032
telaga,0.264710380032
apit,0.263807703206
tukad,0.263807703206
tumpukan,0.263338655789
baleganjur,0.262041567161
turnament,0.261884715736
porvin,0.261019963154
pp,0.260626387734
satpol,0.260626387734
menikmati,0.25907133953
yowilas,0.258759885427
reruntuhan,0.25837724479
tembok,0.25837724479
gol,0.258287883087
kekerasan,0.257981906963
pengurus,0.257830701723
musyawarah,0.257404716016
guliang,0.25719777999
penganyar,0.256715252127
sampian,0.254525192889
siyat,0.254525192889
korban,0.254500929591
belukar,0.253863776696
sampian,0.25380647757
nekara,0.253472591845
ida,0.253127064016
pedapdapan,0.25214614912
karya,0.251481403054
ngayah,0.251480374063
suardita,0.249678961834
revolusi,0.249616013373
pahlawan,0.249426309322
intaran,0.247582836141
gol,0.245085337334
fc,0.24474946975
empul,0.24467631006
burung,0.244303645735
ssb,0.24430004404
pahlawan,0.243989551326
jalan,0.243477075985
quarter,0.243475048887
